Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.4005746595999774,0.07972669448046123,-80.09692011969054,0.47837140805581035,0.09498163685202599,-80.14479225711902
MOS2,0.4751317764029783,0.08418425304048202,-82.2819147820831,0.2300712913274765,0.03971183946465745,-82.73933299738262
