Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.4429677128791809,0.0797266944804612,-82.00169173453808,0.09671686392496615,0.0949816368520259,-1.7941308294347185
MOS2,0.49649326590930715,0.084184253040482,-83.04423064302756,0.04229643656050458,0.0397118394646574,-6.11067339479046
