Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.2177366298787734,0.09978743204299141,-54.17058117481249,2.150501482626971,2.1352243002723243,-0.7104009217415035
MOS2,0.23224003087071812,0.0888445988735732,-61.744494030389355,1.318749469869277,1.2760304107385523,-3.2393612362899606
