Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.23332003372557023,0.10476783334332354,-55.09694059681522,2.15855012921726,2.188045431585873,1.3664404624834339
MOS2,0.23273615188458385,0.08772624788038871,-62.306565967502536,1.2870372849352218,1.2283820334602804,-4.557385567729969
