Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.2122554139179342,0.10341315760331996,-51.27890700432107,2.1129030269735,2.1963894156848682,3.951264570383676
MOS2,0.23706515922265894,0.08465990270761882,-64.28834039332467,1.278671615263995,1.2002578553031473,-6.132439245916812
