Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.21984497764531305,0.10416712896788821,-52.617917369053444,2.1342850432676426,2.1806542803259457,2.1725887647748614
MOS2,0.23429169286699855,0.0866867588723407,-63.0004983055244,1.2805915509953218,1.2278408723718979,-4.119243062506874
