Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.2020345076042063,0.10222942929934054,-49.40001561534622,2.155352557406706,2.158409798846525,0.14184414653247132
MOS2,0.22915833048960743,0.08682062257738675,-62.11325925097706,1.2810469515183394,1.2346825459424187,-3.619258882039262
