Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.21992045553291545,0.1030240790808902,-53.153935212056425,2.1603226872051464,2.16507223073174,0.21985342998633153
MOS2,0.23646042101523457,0.08907933270230013,-62.32801569081155,1.2802368051865523,1.2643722225637997,-1.2391912619978807
