Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.2307029252543169,0.11133973804466865,-51.73891361718429,2.427943510167739,2.40075939543107,-1.1196353878427379
MOS2,0.24137380719184875,0.09497539918212329,-60.652151827461985,1.4655903437558342,1.3824378181906307,-5.673654027503376
