Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.21037926130435047,0.10178202916594113,-51.619742110085845,2.1473398629356835,2.1497431432499603,0.1119189540397787
MOS2,0.2409569559728398,0.09049278059426476,-62.44442073526819,1.2722639616797953,1.2496714171241312,-1.7757749363453381
