Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.2233114233788322,0.10444125445450053,-53.230670928408685,2.1643310715170467,2.222048240549424,2.6667440019664586
MOS2,0.2387163411168491,0.08663762316984289,-63.70687370437087,1.2857959165292627,1.2272355836980484,-4.554403391580656
