Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.40352241957888885,0.07868057182606529,-80.50156124951486,0.4596688256544225,0.08932022290194735,-80.56857069330648
MOS2,0.45575453078045564,0.06866004789138541,-84.93486224397843,0.24995637728887446,0.0368978216258042,-85.23829556740557
