Test Set,Full Model Scaled Loss,Specialized Model Scaled Loss,Scaled Improvement (%),Full Model Unscaled Loss,Specialized Model Unscaled Loss,Unscaled Improvement (%)
MOS1,0.32164434475057263,0.0759289845385972,-76.39349617743838,0.38202449504066915,0.3755627186859355,-1.6914560292909386
MOS2,0.4312528056256911,0.1018489049199749,-76.38301627459431,0.12620991643737345,0.1111999848747954,-11.892830600221586
